product_id,product_name,category,brand,unit_cost,list_price,uom,status,created_at
PROD00465,Laptop v2,Electronics,HomePro,891.91,1351.96,BOX,ACTIVE,2025-09-02 12:48:00
PROD00466,Tablet v4,Electronics,Voltix,316.29,689.06,PK,ACTIVE,2025-06-30 17:47:00
PROD00467,Noise-Cancel Headphones v3,Electronics,TrailMax,725.42,1711.33,EA,ACTIVE,2025-07-12 12:20:00
PROD00468,Smart Watch v4,Electronics,HomePro,561.13,1103.95,PK,DISCONTINUED,2025-02-14 10:51:00
PROD00469,Gaming Console v2,Electronics,HomePro,396.24,647.36,PK,ACTIVE,2024-10-15 06:37:00
PROD00470,Wireless Router v5,Electronics,TrailMax,282.23,510.09,BOX,ACTIVE,2025-03-10 19:44:00
PROD00471,Cordless Drill v5,Home & Garden,CorePower,72.04,94.52,PK,ACTIVE,2024-11-01 22:21:00
PROD00472,Garden Hose v4,Home & Garden,Voltix,481.41,806.9,BOX,ACTIVE,2025-06-29 18:05:00
PROD00473,LED Floor Lamp v1,Home & Garden,HomePro,294.16,432.35,BOX,ACTIVE,2025-07-26 08:01:00
PROD00474,Air Fryer v2,Home & Garden,HomePro,447.07,983.51,EA,DISCONTINUED,2025-07-16 06:09:00
PROD00475,Robot Vacuum v1,Home & Garden,UrbanFit,15.13,22.58,PK,DISCONTINUED,2025-03-19 17:35:00
PROD00476,Outdoor Heater v2,Home & Garden,UrbanFit,898.54,1285.53,BOX,DISCONTINUED,2025-07-06 18:56:00
PROD00477,Tool Set v3,Home & Garden,CorePower,812.5,1352.43,PK,ACTIVE,2025-03-27 11:23:00
PROD00478,Pressure Washer v3,Home & Garden,UrbanFit,810.45,1883.73,PK,ACTIVE,2025-12-22 22:08:00
PROD00479,Olive Oil 1L v2,Grocery,UrbanFit,292.21,640.8,BOX,ACTIVE,2024-10-07 16:45:00
PROD00480,Coffee Beans 500g v5,Grocery,HomePro,430.26,678.17,BOX,ACTIVE,2025-08-21 22:41:00
PROD00481,Protein Bars 12pk v2,Grocery,DailyFresh,878.94,1920.74,PK,ACTIVE,2025-04-11 19:28:00
PROD00482,Basmati Rice 5kg v2,Grocery,Voltix,449.43,774.56,BOX,DISCONTINUED,2025-06-01 20:03:00
PROD00483,Almond Milk 1L v2,Grocery,Voltix,806.67,1429.38,BOX,ACTIVE,2024-09-21 23:17:00
PROD00484,Dark Chocolate 200g v1,Grocery,CorePower,514.5,1202.29,BOX,DISCONTINUED,2025-03-27 22:48:00
PROD00485,Running Shoes v2,Apparel,CorePower,848.7,2022.83,PK,ACTIVE,2025-05-21 22:43:00
PROD00486,Rain Jacket v5,Apparel,DailyFresh,276.98,409.67,EA,ACTIVE,2025-11-03 00:39:00
PROD00487,Merino Jumper v5,Apparel,Voltix,51.46,108.34,EA,ACTIVE,2025-05-17 13:46:00
PROD00488,Denim Jeans v5,Apparel,HomePro,148.44,212.8,EA,ACTIVE,2025-07-17 15:46:00
PROD00489,Hi-Vis Vest v4,Apparel,UrbanFit,111.07,145.16,BOX,DISCONTINUED,2025-10-05 13:24:00
PROD00490,Work Boots v3,Apparel,HomePro,627.99,857.97,EA,ACTIVE,2025-02-16 05:45:00
PROD00491,Yoga Mat v1,Sports,HomePro,389.6,585.34,PK,DISCONTINUED,2024-11-29 07:22:00
PROD00492,Dumbbell Set 20kg v3,Sports,DailyFresh,887.13,1738.43,EA,ACTIVE,2024-08-29 19:03:00
PROD00493,Camping Tent 4P v3,Sports,Voltix,883.88,1123.39,EA,ACTIVE,2025-12-25 16:00:00
PROD00494,Mountain Bike Helmet v1,Sports,UrbanFit,8.18,13.59,BOX,ACTIVE,2025-11-01 02:11:00
PROD00495,Esky 40L v2,Sports,UrbanFit,172.88,336.26,EA,ACTIVE,2024-10-07 21:58:00
PROD00496,4K TV v2,Electronics,DailyFresh,142.59,235.13,BOX,ACTIVE,2025-05-05 04:52:00
PROD00497,Bluetooth Speaker v1,Electronics,UrbanFit,737.82,912.25,EA,ACTIVE,2025-12-10 09:06:00
PROD00498,Laptop v5,Electronics,HomePro,316.75,448.68,EA,DISCONTINUED,2024-11-25 19:09:00
PROD00499,Tablet v4,Electronics,CorePower,897.62,2068.12,BOX,DISCONTINUED,2025-09-24 14:07:00
PROD00500,Noise-Cancel Headphones v2,Electronics,TrailMax,603.16,771.17,EA,ACTIVE,2025-12-23 15:12:00
